index,prediction
281678,"['  ', '', '==', '', '   ', ' ', ' ', '', '“Sorich Organ bee hath at ep 0', 'Tie srt wih he fod yo eh,', '', 'ue bodys one ond puting in zw ond nol', 'Teo th ky tole on eficely. W ot', '', 'PACKAGING CHANGED', '', ' ', '', ' ', '', ' ', '', ' ', '', 'eter', '', 'Wie work wih 9 woble aework of rms nd 00d Pe in coo oto eps homonel Boles,', '', 'Former groups oll of whom proc genic HOW TO USE', '', 'Seni medic) hab, speomit con be mado ino hbo', 'i bring you he bo ssh Fon Mar :', 'Teoh, ging yo fod oy ies mao to bw 2.11608 do be gourd fed os «sco in vege', '', 'sioyed- comple sata.', 'WWW-SORICHORGANICS.COM', '', '‘tes of king poses', 'Ingredients : Spearmint Heal To,', '', '   ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', 'Nutritional Facts', 'ie SS', 'Ti reno —z Calories 80kcal', 'wee. | (Se SPEARMINT', 're emrie oo a (eft a\\ aN', 'Se ee a', 'ee | a', '‘ts ond seeds. Do not buy the produc itis ‘Sodium Omg', 'tompered or oF Protein oo', 'egy: Sense', 'ie oop he rods sel peer esr ero 12 MONTHS FROM THE DAE OF PACKAGE =', 'eae', 'nace', 'Shoemart Nt: 00 5', 'eS jini Noid Park, Shastri Nogor. MRP Rs. : £300/- ;', 'Origin : Indio. ‘eShasanla bora =', 'teers, ONION', '‘nlog on 019 5 NO: Ji', 'escent en ae 3', 'Riniogan on/p leat dad teeta dem ee', 'domialae irc dntrnepeitecnn nw gnacricatureetsbe marae', '', ' ', '', 'Our body is 0 temple ond puting in raw ond', 'natural foods is the key to make it run efficient', 'We ot Sorich Organics believe that the first step to', '«beter life starts with the food you ea.', 'We werk with @ stable network of formers ond', 'former groups, ll of whom practice organic', 'ing ond grow natural, pesicide-free produce.', 'Yo you the bounty straight from Mother', 'Eorth, giving you food os it wos meont to be', '', '  ', '', 'enjoyed-completely natural.', 'WWW.SORICHORGANICS.COM', 'S22 SB', '', 'FORFRESHNESS FARMERS QUALITY.', '', 'Newer Al Wewerkdeesy —_Alproduct ore', 'ome, wihetomany aol a Sch', 'os. a Seotens', '', 'Couton : Packed in o focliy thot hondes cher nus ond', 'Seeds, Do not buy the produc fs ompered or domoged.', '‘Storage Instructions: Stoce ino coal |', 'tepoictilelupeaetoies no”', 'MANUFACTURED AND MARKETED BY:', 'Sorich Organics Pvt. Lid,', 'Plot No-63, Block-B, Sector-63, Noide, Goutom.', 'Buddha Nogar, Utor Pradesh - 201301', 'For customer feedback :', 'contact us: +91-7303330675', 'os ‘are@sorichorganics.com', '', 's ‘sorichorganics/', '‘Ginstogram,com/sorich. ecina|', '', ' ', '', '   ', '    ', '', 'ORGANIC SPEARMINT HERBAL TEA', '‘Spearmint is that miraculous herb which take', '', '‘care of you inside and out. High potassium level', '', 'ofthe herb keeps blood pressure in conta. I oso keeps', 'hormonal balance.', '', 'DIRECTION OF USE', '', '‘Semi medicinal herb, spearmint can be made inlo herbal', 'fea, It can also be ground, if used as a spice in vegetable', 'curties or for sprinkling purposes', '', 'Ingredients : Organic Spearmint Pure Herb,', 'Country of Origin : Indio', '', 'Reece & a', 'Calories 80kcal Tope SS', 'Total Carbohydrate mn', 'Total Sugar', 'Dietry Fibre A', 'ligresteees cl ION', '5', '', 'Sodium', 'Protein ———', '', 'Consume within 2 months after opening he pocket.', 'NET WEIGHT : 100 g (3.53 0z)', 'MBP Rs: <', '', 'BATCH NO. :', '', 'PKD. :', '', 'USE BY :', '', ' ', '', 'SPEARMINT', 'GREEN TEA', '', 'NET WEIGHT : 100 g (3.53 07)', '', '   ', '  ', '    ', '', 'Note: Packaging may vary for a brief period of time.', '\x0c']"
281678,"['oe Loose packaging', 'ye impurities added', '', ' ', '', 'oe', 'Other x Does not preweealy: -', 'brands () 4', '', 'x', '\\ X', '', 'Added presrvatives', '', '    ', '', ' ', '', '  ', '', ' ', '', '  ', '', 'Red = KNIZZZ', 'Vo Air-tight packaging vA A I 4', 'AY W', 'at Impurities free Y a', 'Moonee! Cy', 'Brews ely Y * Cc ;', '', '   ', '', '| GREEN TEA', '\x0c']"
731432,"['      ', '', 'LAA', 'v', '', 'am 7', '', 'OO OL Dh tn foto Os', 'OO OTT Ie r', '', 'b A A', '', 'Instant Energy', '', ' ', '\x0c']"
731432,"['A A', '', 'VVVVVVY', '', '>', 'ld', '>', '>', '4', 'ld', 'ld', 'ld', '', 'ELE i ie LE', 'Instant Energy', '', 'vv', 'b dh 2', '', ' ', '\x0c']"
731432,"[' ', '\x0c']"
731432,"['hose Ainiee sien GK eee YZ BE', '', 'S', '2', 'Qj', '&', '&', 'B', 'Ss', '', ' ', '', 'we SS Ss = =~', '', ' ', '', 'ADLINIE (MSE', '', ' ', '', 're gecan', '=e >', '>>!', '>,', '«a', '<a', 'Py', '<', '<4', '4', '> >', 'ss S', '» =', '>,', '44 Q', '‘as 8', 'Se 8', 'ld YD', '>, S', '<', '>', 'i<', 'id', 'Py', 'Pp', '<3', '4s', 'Py', '> 4', '4. sae', '', ' ', '\x0c']"
731432,"[' ', '\x0c']"
252585,"['ONE SIZE FITS ALL', '', 'STRETCHABLE AND BLACK FABRIC BLOCKS', 'FORM FITTING THE LIGHT', '', ' ', '', 'EXPERT-GRADE GEL', 'NON-TOXIC NO SMELL', '', ' ', '', 'FLEXIBLE COMFORTABLE FOR', 'COLD OR HOT THERAPY .', '3.11n', '', 'ul e’G', '', ' ', '', '22.2 in', '\x0c']"
299791,"['3928', '', '925 Sterling Silver', '18K Gold Plated', '', 'w 7', '', '   ', '', '0.28 INCH', '', '(7 MM)', '', 'High Polish', '', 'oH', '', '0.07 INcH 7', '(1.8 MM) Pe', '', '16+2 INCH Extend Chain', 'Net Weight: 2.7G (405MM+50MM)', '', 'Manual measurement, the size may be slightly different from the physical.', '\x0c']"
884560,"['ons to use Knorr', 'ak Pots:', '', 'either: dissolve we', 'the pot into', '', '500ml of boili', 'ae ee INQ or:add the', 'pot directly', 'to dish.', '', ' ', '\x0c']"
179080,"['  ', '  ', '', '9.10m/3.58%', '', ' ', '', 'Type', 'Battery Cell', 'fj Charger', '', 'tH Charger Output Current', '', '= USB port', '', 'G) BMS', '', 'a Battery Weight', '', '1TSAN', 'ABN 17.BNy VOW ern! 2 sic', '', '    ', '  ', '  ', ' ', '', 'Downtube Battery', '', '13Ah: 2500m-A-h', '17.5Ah: Sam-sung/L-G/Cell', '3500mAh Send it randomly', '', 'Vv', '', 'A8V 13Ah (2A)', 'A8V 17.5Ah (4A)', '', 'Vv', '', '30A', '', 'AKG / 44KG', '\x0c']"
179080,"['  ', '  ', '', '9.10m/3.58%', '', ' ', '', 'Type', 'Battery Cell', 'fj Charger', '', 'tH Charger Output Current', '', '= USB port', '', 'G) BMS', '', 'a Battery Weight', '', '1TSAN', 'ABN 17.BNy VOW ern! 2 sic', '', '    ', '  ', '  ', ' ', '', 'Downtube Battery', '', '13Ah: 2500m-A-h', '17.5Ah: Sam-sung/L-G/Cell', '3500mAh Send it randomly', '', 'Vv', '', 'A8V 13Ah (2A)', 'A8V 17.5Ah (4A)', '', 'Vv', '', '30A', '', 'AKG / 44KG', '\x0c']"
866516,"[' ', '  ', '  ', '  ', '', 'Product Name Harvest Festival Doll', '', '15X9X26CM', '52x42x40CM', 'Polyester material', '', 'leila) Manual', '', 'Grey . Orange', '', 'Lea cole U [oi a AC 158g', '', ' ', '\x0c']"
866516,"[' ', '\x0c']"
459516,"[' ', '', '® RS', 'NUVIDA “4b', '', '   ', '', 'CRANBERRY EXTRACT', 'High Strength Extract for', 'Natural Urinary Tract and Bladder Support', 'SUITABLE FOR VEGETARIANS AND VEGANS', '', ' ', '     ', '', '  ', '', 'SLOVO ts 20M ET ted', 'Food Stan tts', '\x0c']"
524635,"['fS1G FE QPUSMASnhy AAS', '', 'LUA NASD', 'ss Os', '', '50 ml', '', 'Carvomin', '', 'Verdauungstropfen', '', '18,55 g/20 ml', 'Flussigkeit zum Einnehmen', '', 'Wirkstoff:', '', 'Auszug aus einer Mischung', 'von Angelikawurzeln,', 'Benediktenkraut und', 'Pfefferminzblattern', '', 'ra', '', 'PHARMA', '', ' ', '\x0c']"
524635,"['SED eee Ss', 'PP FO SS es SS', 'iver 1', 'seer os', '', '50 ml', '', 'Carvomin A', '', 'Verdauungstropfen', '', '18,55 8/20 ml', 'Flussigkeit zum Einnehmen', '', 'cy', '', 'Wirkstoff:', '', 'Auszug aus einer MM Ustel ne ad', 'von Angelikawurzeln,', 'Benediktenkraut und', '', 'alan ara) hatte', '', 'Nea Ty:', '', '|', '', '24 up eS', 'a4', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', ' ', '   ', '        ', '    ', '    ', '', ' ', '', '50 ml Wirkstoff: A=:', '', '»  Benediktents.', 'flanzliches *°', '', 'Carvomin sexes:', '', 'Verdauungstropfen {eit enthat ‘s', '', 'Mischung \\o"" *%', '', '18,55 g/20 ml ferminzblatte”', 'Flussigkeit zum Enthalt 582°', 'Einnehmen mittel fir kn', 'lagern. Das *-', 'ausschledi', '', 'a', '', 'Zur Anwendung', 'bei Erwachsenen', '', '  ', '', 'Klinge Pham?”', '\x0c']"
524635,"['Lane SESS SST FSS', 'wo gE SS SSSI SE TS TS', 'SSNS SS SS', '', 'OS', '', 'Cy Ay 50 ml', '', '    ', '  ', '', ' ', '', ' ', '', ' ', '', '   ', ' ', '  ', ' ', '       ', '     ', ' ', ' ', ' ', ' ', '  ', '  ', '  ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', '  ', '   ', '', '‘td M f s ®', '“el ~Carvomin', 'yy', 'vy Verdauungstropfen', '‘hi, ""8', 'tig, My 18,55 g/20 ml ,', 'us ty Fluissigkeit zum Einnehmen', 'Ws hy', 'by *', 'ty', 'Nise', ', Ne N', 'inti |', 'Si', 'Nah:', '; ‘ Bh :', 'Dy h', 'ahah Ay', 'ON', 'a “4 S mh', 'Sethe 50 ml Wirkstoff: As', 'TN “eh e ) C » «© Benedikteni’', 'by Ag tic hy arvomin pflanzliches >', ""ie iy’ => \\Verdauungs's*"", 'i ni \\ Verdauungstropfen eit ental? :', 'i al j ; 18,55 Mischung vo"" *', 'us a SE Eluissi ao mM ferminzblate”', '‘hy Auszug aus einer Mischung z gkeit zum Enthalt 980°', 'Ky 4 WoW Are1ILCl eles innehmen mittl fir kin', '| 9 Bee accu ec eee 5 lagem. Das *', '‘ yey. Cc 1a aS', 'Ni Krankhe', '""i Ne C: Jam', 'a) “An eee eT tieren. Reg', '', 'bei Grwachsenen [Lae', '\x0c']"
524635,"['50 ml', '', 'Carvomin', '', 'Verdauungstropfen', '', '18,55 g/20 ml', 'Flussigkeit zum Einnehmen', '', 'Teh oyae', 'Auszug aus einer Ian Tay =', 'Mela alaTs{l heli pda) ap', 'Benediktenkraut und', 'Pfefferminzblattern', '', 'Nea TH:', '', '|', '', ' ', '', ' ', '', ' ', '\x0c']"
524635,"['50 ml', '', '®', '', 'Carvomin', '', 'Verdauungstropfen', '', '18,55 g/20 ml', '', 'Flussigkeit zum Einnehmen', '', ' ', '', ' ', '', 'cele', 'PU yay eel OSA Mischung', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', '3', '—<—< <a', 'ZZ < 2', 'eae = SS eS ZS oe', '——— —_—> E Pe ie HS El SZ.', '<_ a c LS Ss AH SFee LS.', 'ee a Base LHe Ss Zz', '—_—— S é = Zs SB EE Zz', '= SS Sse ES LE aS Ss SF Sea SS', 'cro J 2 Ss ZF = SF A EE re', 'se 2 FFs SS Z2EAeZ ZZE', '=) a rT aT SF ga ea aS . eZ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', 'Ss Le 2 —', '6S ee', '', 'a)', '', 'ne', '', 'von PNey<-l LUCAS', 'Benediktenkraut und', 'PTs caA4 1 c1aee', '\x0c']"
730429,"['     ', '', 'a¢', 't .', '', '   ', '   ', '', '‘', '', '»', 'USBYCHARGING PORTS', '\x0c']"
881883,"['How to Use', '', 'Place the curtain between the', 'counterweight and the magnet', '', '4cm/1.6in', '', '| Weight:268 26g', '', 'Load-bearing', 'metal block', '\x0c']"
179080,"['   ', '', '7 FREEWHEELS 800W 36V', 'GABEL MINDESTBREITE 135MM', '', '* HINTERRAD MIT BRUSHLESS MOTOR', '\x0c']"
179080,"['   ', '', '7 FREEWHEELS 800W 36V', 'GABEL MINDESTBREITE 135MM', '', '* HINTERRAD MIT BRUSHLESS MOTOR', '\x0c']"
601746,"['Superior Quality', '', 'Put durability, safety, and environmental protection first.', '', 'Honeycomb Surface', '', 'Offers solid performance and ensures that', 'the yoga ball won’t burst suddenly.', '', ' ', '', 'Explosion-Proof Design', '', 'Provides the best protection and', 'prevents injuries.', '', ' ', '', 'Environmentally Friendly Material', '', 'Just use it with confidence knowing it’s made', 'of environmentally friendly material.', '', ' ', '', 'No Sticking', '', ""Rest assured that the surface won't stick to"", 'your skin, clothing, floor, and much more.', '', ' ', '', '330lbs Load Bearing', '', 'Never worry about the load-bearing capacity', 'of this yoga ball as it can support up to 330lbs. ]', 'ae', '', ' ', '', ' ', '', ' ', '\x0c']"
487566,"['Particularly smooth', '', ' ', '\x0c']"
794161,"['y SKINFOOD', 'SALMON DARK CIRCLE CONCEALER', '¥/ This concentrated and creamy concealer', 'VY’ contains salmon ingredients which effectively', '', 'V help conceal dark under eye circles and brighten', '', 'y the eyes.', 'F To use : After applying your foundation, dispense an', 'F adequate amount and gently tap onto dark circles around', '', '| your eye area', '', 'k,n nn', '', 'Dist. SKINFOOD USA, INC. 1 Technology Drive,', '', 'Bldg. B, Suite B113 Irvine, California, 92618', 'www.theskinfood.com 10g / Net wt. 0.35 oz', 'Made in Korea', ': OPEN HERE', '', ' ', '\x0c']"
639090,"['it CE', '', ' ', ' ', '', '  ', '', 'Zi;', '', 'Made with Belgian Chocolate', 'includes Mini Marshmallows', '', '@ © O', '', ' ', '', '. _ | 1', 'Milk peppermint Double Ayelinavo}', '', 'Chocolate Chocolate Caramel', '', 'CTEM TSE SRSTUCCI NGO VIOUS Pa ee', 'MARSHMALLOWS (SUGAR, GLUCOSE SYRUP, GELATIN, SULMentron', 'CORN STARCH, DEXTROSE, ARTFICIAL FLAVOR, TETRASODIUM', 'PYROPHOSPHATE), COCOA MASS, EMULSIFIERS (SOY LECITHIN, PGPR),', 'TAT 2 ATCO', '', 'CONTAINS: MILK, SOY.', '', 'ce MN eM', 'VANILLA EXTRACT, PEPPERMINT FLAVOR,', 'COTO A', '', 'PTR aU SSCL Ra Cee', '', 'DISTRIBUTED BY FRANKFORD CANDY LLC', 'PURO Nt ae', '', 'MOLDED AND PACKED IN CHINA', 'CS eae', '', 'Cer)', '', ' ', '\x0c']"
752266,"[' ', '\x0c']"
752266,"[' ', '', '220mm/8.66in', '', ' ', '', '<----->', '32mm/1.25in', '', '€-------------------------------->', '', '305mm/12.00in', '', ' ', '', ' ', '', ' ', '', 'Ceiling', '', 'Wall', '', 'Ground', '\x0c']"
752266,"['CRE OT', '', ' ', '', 'Thickened', 'La Glass', '', ' ', '', 'High-Quality', 'RSs)', '', ' ', '', 'Die-Cast', 'Alumium Frame', '', 'IP65', '', ' ', '', ' ', '', '\\ \\ Mental', '$ stole) <=}', '\x0c']"
752266,"[' ', '', '©9909', '', 'Dustproof Heat-resisting _ Frost-resistant', '', ' ', '\x0c']"
299791,['\x0c']
237000,"['JACQUARD', 'KNITTED MATERIAL', '', 'Super soft and comfortable creating a', 'custom upholstered look', '', '200GSM', 'Microfiber', '', ' ', '\x0c']"
179080,"[' ', '', 'KOMFO Sita -', '', 'cm,', '', '  ', '', '\\ , ’ | am yp "">', '', 'DAS HERZSTUCK: EE', '', 'STARKER UND EFFIZIENTER MOTOR FUR ANGENEHMEN FAHRKOMFORT', '', 'KRAFTVOLLE UND EFFIZIENTE EXTREM LEISER UND UNGLAUBLICHES DREHMOMENT', 'UNTERSTUTZUNG BIS LEISTUNGSSTARKER MOTOR MIT VON', '', '25 KM/H 250 W 45 NM', '\x0c']"
884560,"['M4 (NB) U) ae)', 'Your Old and Close Friend Ever!', '', ' ', '\x0c']"
844474,"['High Quality Polyester Fabric', 'Breathable & Easy to Clean', 'Weight: 0.8KG', '', 'ph | 45CM', '', ' ', '', ' ', '', ' ', '', '26CM 28CM', '\x0c']"
709627,"['Basic Information', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', '  ', '  ', ' ', ' ', '', 'Battery Capacity 1300mAh', 'oe 100C', '', 'CREA UIieles Ny', '', 'Cell Configuration | AS', '', 'Connector Type ~ XT60 Plug', '', 'Balancer Connector Type JST -XHR', '', 'e 4 »', '', '= Weight: 169g', '1.38 Inches', '', 'Recados', 'Ly EN, ONT', '', '  ', ' ', '', '1.26 Inches', '', '  ', '', '2.83 Inches', '\x0c']"
299791,"['UNIQUE DESMGN,', '', '0.55inch', '', '|', '', ' ', '', 'k— 0.55inch—>| |k— 0.66inch—>|', '', 'Weight: 10g', '', '  ', '', '20""+ 2” Extension Moderate thickness, Rotatable screws,', 'Chain Length suitable for ashes tightly fixed', '\x0c']"
523149,"[' ', '\x0c']"
630390,"['WHEY', '', 'PROTEIN 9C', '', 'Integratore alimentare di proteine LUTEN', 'del siero del latte isolate e vitamine.', 'Con edulcoranti. Ultrasolubile.', '', ' ', '', 'Food supplement of microultrafiltered SHEE', '', '(CFM) whey protein isolate and vitamins.', 'With sweeteners. Ultrasoluble.', '', '750g', '30 dosi / servings', '', ' ', '', 'GUSTO', 'CREMA', 'NOCCIOLA', '', ' ', '\x0c']"
810266,"[' ', '   ', '     ', '      ', '   ', '   ', '   ', '', 'Specifications:', '', ' ', '', 'Material: ~ borosilicate glass', 'Colors: ¢ 3- Natural, Pink, Gold', 'Weight:', '', 'Volume:', '', 'Shape:', '', ' ', '', '9,5cm', '', ' ', '', ' ', '', ' ', '\x0c']"
748919,"['     ', '    ', ' ', '', '$e', '', '| ZITR@MAC', '', 'PINA', 'DESHIDRATADA', 'oi neecy', '', 'sees,', '', ' ', '', 'Peso Neto: 270 gr,', '', 'ia', '\x0c']"
993359,"['QT - aslauttn | =', 'Net We. 5009 |IIIMIIIl', '', '2929°001101', '', ' ', '\x0c']"
731432,"[' ', ' ', '', ' ', '    ', '', 'a2 i oo f', 'NOSE Se', '', 'MUSCLE', 'MASS GAINER', '', '%', 'CHOCOLATE', 'MILKSHAKE', '', 'rie, ZERO NETH', '', 'ADDED SUGAR', '', ' ', '\x0c']"
731432,"['PREMIUM QUALITY', 'INGRIDIENTS', '', 'HIGH QUALITY', 'PROTEIN BLEND', '', ' ', '', 'ADDED', '', 'CREATINE', 'MONOHYDRATE', 'MASS GMINER, m BCAA &', '«oy J GLUTAMINE', '|00% - »', ': Vie TINH', '', ' ', '', 'z 4 a |)', '\x0c']"
731432,"['DESIGNED FOR', 'EXTREME. GAINS', '', '{ |', '', 'MUSCLE A', 'MASS GRINER', '', 'ems', 'Teas', '', '091 paren', '', ' ', '', 'Catt', '', 'ce', '=', '', 'Support Weight &', 'Muscle Building', '', 'Muscle Size &', 'Strength', '', 'Rapid Muscle', 'Recovery', '', 'A Muscle', 'Break down', '', ' ', '\x0c']"
731432,"[' ', '', 'DN', '', '   ', '', '   ', '', ' ', '', 'Contains Added Flavour - Chocolate (Natural and Nature Identical', 'NUTRITION FACTS Flavouring Substances)', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', ' ', '', 'AMINO ACID PROFILE', 'Servings Per', 'Serving Size 1 Scoop (50 g) . BCAA (Branched Chain Amino Acids) (g/100g protein)', 'Container : 20', 'Per 100g', 'Quantity Per % Daily Leucine 2.509', 'penny Values* Iso Leucine 1.259', 'Energy 253 kcal wale ea', 'Essential Amino Acids', 'Total Fat 19 3.00% Lysine 2.009', 'Saturated Fat 059 methionine O09', 'Phenylalanine 4.00', 'Trans Fat 0g Tryptophan 0.40.9', '4 Cholesterol 10 mg 3% unteehine 109', 'Other Amino Acids (g/100g protein)', 'Sodium. 50 mg 7% Alanine 1.409', 'Total Carbohydrates 509 SUmieAea 3.009', 'Glycine 0.60 9', 'Sugars (As Sucrose) 59g Histidine 0.60g', 'Preain 129 su) Proline 1.259', 'Cysteine 0.409', 'BCAA Blend 559 Tryosine 1.209', 'Arginine 1.209', '“Percent Daily Values (DV) are based on a 2000 calorie diet. Your Daily Values may Satie 1.309', 'be higher or lower depending on your calorie needs. DS Aa ain', '', ' ', '', ' ', '', 'whey protein blend (Whey Protein Cocentrate, Whey Protein Isolate), Skimed Milk Powder,', 'Maltodextrin, Alkalized Cocoa Powder, Stabilizer (INS415, INS417), Sunflower', 'lecithin(INS322), Sucralose (INS955), Glutamine, Creatine Monohydrate.', '', ' ', '\x0c']"
752266,"['60W', '', '6.600lm', '', 'bianco naturale', '', 'IP65', '', ' ', '\x0c']"
